dataid,local_15min,air1,clotheswasher1,furnace1,dishwasher1,refrigerator1,range1,oven1
3687,2014-01-01 11:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 11:15:00-06,0.0,,0.22,0.0,0.0,,0.0
3687,2014-01-01 11:30:00-06,0.0,,0.093,0.0,0.0,,0.0
3687,2014-01-01 11:45:00-06,0.0,,0.008,0.0,0.082,,0.0
3687,2014-01-01 12:00:00-06,0.0,,0.293,0.0,0.111,,0.0
3687,2014-01-01 12:15:00-06,0.0,,0.008,0.0,0.011,,0.0
3687,2014-01-01 12:30:00-06,0.0,,0.208,0.0,0.0,,0.0
3687,2014-01-01 12:45:00-06,0.0,,0.075,0.0,0.0,,0.0
3687,2014-01-01 13:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 13:15:00-06,0.0,,0.008,0.0,0.083,,0.0
3687,2014-01-01 13:30:00-06,0.0,,0.114,0.0,0.113,,0.0
3687,2014-01-01 13:45:00-06,0.0,,0.118,0.0,0.078,,0.0
3687,2014-01-01 14:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 14:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 14:30:00-06,0.0,,0.008,0.0,0.013,,0.0
3687,2014-01-01 14:45:00-06,0.0,,0.008,0.0,0.113,,0.0
3687,2014-01-01 15:00:00-06,0.0,,0.008,0.0,0.068,,0.0
3687,2014-01-01 15:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 15:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 15:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 16:00:00-06,0.0,,0.008,0.0,0.013,,0.0
3687,2014-01-01 16:15:00-06,0.0,,0.208,0.0,0.113,,0.0
3687,2014-01-01 16:30:00-06,0.0,,0.033,0.0,0.077,,0.0
3687,2014-01-01 16:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 17:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 17:15:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-01 17:30:00-06,0.0,,0.008,0.0,0.057,,0.0
3687,2014-01-01 17:45:00-06,0.0,,0.008,0.0,0.112,,0.0
3687,2014-01-01 18:00:00-06,0.0,,0.008,0.0,0.046,,0.0
3687,2014-01-01 18:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 18:30:00-06,0.0,,0.008,0.0,0.005,,0.0
3687,2014-01-01 18:45:00-06,0.0,,0.008,0.0,0.064,,0.0
3687,2014-01-01 19:00:00-06,0.0,,0.008,0.0,0.112,,0.0
3687,2014-01-01 19:15:00-06,0.0,,0.008,0.0,0.032,,0.0
3687,2014-01-01 19:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 19:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 20:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 20:15:00-06,0.0,,0.008,0.0,0.062,,0.0
3687,2014-01-01 20:30:00-06,0.0,,0.008,0.0,0.112,,0.0
3687,2014-01-01 20:45:00-06,0.0,,0.008,0.0,0.032,,0.0
3687,2014-01-01 21:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 21:15:00-06,0.0,,0.008,0.0,0.002,,0.0
3687,2014-01-01 21:30:00-06,0.0,,0.008,0.0,0.092,,0.0
3687,2014-01-01 21:45:00-06,0.0,,0.008,0.0,0.12,,0.0
3687,2014-01-01 22:00:00-06,0.0,,0.008,0.0,0.111,,0.0
3687,2014-01-01 22:15:00-06,0.0,,0.008,0.0,0.039,,0.0
3687,2014-01-01 22:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 22:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-01 23:00:00-06,0.0,,0.008,0.0,0.052,,0.0
3687,2014-01-01 23:15:00-06,0.0,,0.008,0.0,0.143,,0.0
3687,2014-01-01 23:30:00-06,0.0,,0.008,0.0,0.076,,0.0
3687,2014-01-01 23:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 00:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 00:15:00-06,0.0,,0.008,0.0,0.036,,0.0
3687,2014-01-02 00:30:00-06,0.0,,0.008,0.0,0.113,,0.0
3687,2014-01-02 00:45:00-06,0.0,,0.008,0.0,0.068,,0.0
3687,2014-01-02 01:00:00-06,0.0,,0.272,0.0,0.0,,0.0
3687,2014-01-02 01:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 01:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 01:45:00-06,0.0,,0.008,0.0,0.076,,0.0
3687,2014-01-02 02:00:00-06,0.0,,0.258,0.0,0.11,,0.0
3687,2014-01-02 02:15:00-06,0.0,,0.008,0.0,0.018,,0.0
3687,2014-01-02 02:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 02:45:00-06,0.0,,0.252,0.0,0.0,,0.0
3687,2014-01-02 03:00:00-06,0.0,,0.034,0.0,0.001,,0.0
3687,2014-01-02 03:15:00-06,0.0,,0.008,0.0,0.092,,0.0
3687,2014-01-02 03:30:00-06,0.0,,0.126,0.0,0.109,,0.0
3687,2014-01-02 03:45:00-06,0.0,,0.154,0.0,0.004,,0.0
3687,2014-01-02 04:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 04:15:00-06,0.0,,0.162,0.0,0.0,,0.0
3687,2014-01-02 04:30:00-06,0.0,,0.13,0.0,0.001,,0.0
3687,2014-01-02 04:45:00-06,0.0,,0.008,0.0,0.091,,0.0
3687,2014-01-02 05:00:00-06,0.0,,0.245,0.0,0.105,,0.0
3687,2014-01-02 05:15:00-06,0.0,,0.049,0.0,0.0,,0.0
3687,2014-01-02 05:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 05:45:00-06,0.0,,0.302,0.0,0.0,,0.0
3687,2014-01-02 06:00:00-06,0.0,,0.008,0.0,0.002,,0.0
3687,2014-01-02 06:15:00-06,0.0,,0.083,0.0,0.265,,0.0
3687,2014-01-02 06:30:00-06,0.0,,0.21,0.0,0.282,,0.0
3687,2014-01-02 06:45:00-06,0.0,,0.008,0.0,0.122,,0.0
3687,2014-01-02 07:00:00-06,0.0,,0.095,0.0,0.114,,0.0
3687,2014-01-02 07:15:00-06,0.0,,0.182,0.0,0.067,,0.0
3687,2014-01-02 07:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 07:45:00-06,0.0,,0.306,0.0,0.0,,0.0
3687,2014-01-02 08:00:00-06,0.0,,0.008,0.0,0.024,,0.0
3687,2014-01-02 08:15:00-06,0.0,,0.224,0.0,0.114,,0.0
3687,2014-01-02 08:30:00-06,0.0,,0.07,0.0,0.069,,0.0
3687,2014-01-02 08:45:00-06,0.0,,0.271,0.0,0.312,,0.0
3687,2014-01-02 09:00:00-06,0.0,,0.008,0.0,0.005,,0.0
3687,2014-01-02 09:15:00-06,0.0,,0.008,0.0,0.086,,0.0
3687,2014-01-02 09:30:00-06,0.0,,0.243,0.0,0.106,,0.0
3687,2014-01-02 09:45:00-06,0.0,,0.042,0.0,0.0,,0.0
3687,2014-01-02 10:00:00-06,0.0,,0.02,0.0,0.001,,0.0
3687,2014-01-02 10:15:00-06,0.0,,0.266,0.0,0.002,,0.0
3687,2014-01-02 10:30:00-06,0.0,,0.008,0.0,0.072,,0.0
3687,2014-01-02 10:45:00-06,0.0,,0.057,0.0,0.111,,0.0
3687,2014-01-02 11:00:00-06,0.0,,0.23,0.0,0.02,,0.0
3687,2014-01-02 11:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 11:30:00-06,0.0,,0.123,0.0,0.0,,0.0
3687,2014-01-02 11:45:00-06,0.0,,0.17,0.0,0.001,,0.0
3687,2014-01-02 12:00:00-06,0.0,,0.008,0.0,0.093,,0.0
3687,2014-01-02 12:15:00-06,0.0,,0.008,0.0,0.111,,0.0
3687,2014-01-02 12:30:00-06,0.0,,0.256,0.0,0.004,,0.0
3687,2014-01-02 12:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 13:00:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-02 13:15:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-02 13:30:00-06,0.0,,0.008,0.0,0.1,,0.0
3687,2014-01-02 13:45:00-06,0.0,,0.008,0.0,0.108,,0.0
3687,2014-01-02 14:00:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-02 14:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 14:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 14:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 15:00:00-06,0.0,,0.193,0.0,0.105,,0.0
3687,2014-01-02 15:15:00-06,0.0,,0.053,0.0,0.101,,0.0
3687,2014-01-02 15:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 15:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 16:00:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-02 16:15:00-06,0.0,,0.008,0.0,0.021,,0.0
3687,2014-01-02 16:30:00-06,0.0,,0.008,0.0,0.115,,0.0
3687,2014-01-02 16:45:00-06,0.0,,0.008,0.0,0.063,,0.0
3687,2014-01-02 17:00:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-02 17:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 17:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 17:45:00-06,0.0,,0.008,0.0,0.052,,0.0
3687,2014-01-02 18:00:00-06,0.0,,0.008,0.0,0.113,,0.0
3687,2014-01-02 18:15:00-06,0.0,,0.008,0.0,0.033,,0.0
3687,2014-01-02 18:30:00-06,0.0,,0.224,0.0,0.0,,0.0
3687,2014-01-02 18:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 19:00:00-06,0.0,,0.008,0.0,0.001,,0.0
3687,2014-01-02 19:15:00-06,0.0,,0.008,0.0,0.141,,0.0
3687,2014-01-02 19:30:00-06,0.0,,0.008,0.0,0.115,,0.0
3687,2014-01-02 19:45:00-06,0.0,,0.008,0.0,0.047,,0.0
3687,2014-01-02 20:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 20:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 20:30:00-06,0.0,,0.008,0.0,0.059,,0.0
3687,2014-01-02 20:45:00-06,0.0,,0.008,0.0,0.114,,0.0
3687,2014-01-02 21:00:00-06,0.0,,0.008,0.0,0.04,,0.0
3687,2014-01-02 21:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 21:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 21:45:00-06,0.0,,0.008,0.0,0.005,,0.0
3687,2014-01-02 22:00:00-06,0.0,,0.008,0.0,0.116,,0.0
3687,2014-01-02 22:15:00-06,0.0,,0.008,0.0,0.078,,0.0
3687,2014-01-02 22:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 22:45:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 23:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-02 23:15:00-06,0.0,,0.008,0.0,0.044,,0.0
3687,2014-01-02 23:30:00-06,0.0,,0.008,0.0,0.114,,0.0
3687,2014-01-02 23:45:00-06,0.0,,0.008,0.0,0.04,,0.0
3687,2014-01-03 00:00:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-03 00:15:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-03 00:30:00-06,0.0,,0.008,0.0,0.0,,0.0
3687,2014-01-03 00:45:00-06,0.0,,0.008,0.0,0.082,,0.0
3687,2014-01-03 01:00:00-06,0.0,,0.008,0.0,0.111,,0.0
3687,2014-01-03 01:15:00-06,0.0,,0.247,0.0,0.004,,0.0
3687,2014-01-03 01:30:00-06,0.0,,0.053,0.0,0.0,,0.0
3687,2014-01-03 01:45:00-06,0.0,,0.008,0.0,0.0,,0.0
