dataid,local_15min,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
661,2018-11-23 03:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.38,123.73
661,2018-11-23 03:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.421,123.703
661,2018-11-23 03:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.29,123.706
661,2018-11-23 04:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,123.278,123.666
661,2018-11-23 04:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.172,123.665
661,2018-11-23 04:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.28,123.558
661,2018-11-23 04:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.156,123.524
661,2018-11-23 05:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,123.147,123.447
661,2018-11-23 05:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,,,,,,,,,,122.903,123.362
661,2018-11-23 05:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,122.841,123.137
661,2018-11-23 05:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,122.821,123.082
661,2018-11-23 06:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,122.577,122.895
661,2018-11-23 06:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,122.545,122.854
661,2018-11-23 06:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,,,,,,,,,,122.521,122.785
661,2018-11-23 06:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,,,,,,,,,,122.273,122.781
661,2018-11-23 07:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,122.271,122.583
661,2018-11-23 07:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,,,,,,,,,,122.241,122.631
661,2018-11-23 07:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,,,,,,,,,,122.239,122.526
661,2018-11-23 07:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,,,,,,,,,,122.066,122.415
661,2018-11-23 08:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,121.922,122.405
661,2018-11-23 08:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,,,,,,,,,,122.189,122.51
661,2018-11-23 08:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,122.495,122.79
661,2018-11-23 08:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,122.765,123.137
661,2018-11-23 09:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,,,,,,,,,,122.754,123.103
661,2018-11-23 09:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,,,,,,,,,,122.707,122.955
661,2018-11-23 09:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507,,,,,,,,,,122.621,122.905
661,2018-11-23 09:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,,,,,,,,,,122.442,122.841
661,2018-11-23 10:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,122.502,122.804
661,2018-11-23 10:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535,,,,,,,,,,122.856,123.262
661,2018-11-23 10:30:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.042,,,,,,,,,,123.033,123.517
661,2018-11-23 10:45:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-0.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.371,,,,,,,,,,123.063,123.654
661,2018-11-23 11:00:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-1.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.019,,,,,,,,,,123.103,123.557
661,2018-11-23 11:15:00-06,0.0,,,,,,,,,,,,,0.001,,,,,,,,,0.0,,,,,,,-3.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.664,,,,,,,,,,123.391,123.82
661,2018-11-23 11:30:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.038,,,,,,,,,,123.446,123.925
661,2018-11-23 11:45:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.549,,,,,,,,,,123.355,123.858
661,2018-11-23 12:00:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-2.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.499,,,,,,,,,,123.54,123.922
661,2018-11-23 12:15:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-4.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.761,,,,,,,,,,123.929,124.346
661,2018-11-23 12:30:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-4.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,,,,,,,,,,124.003,124.433
661,2018-11-23 12:45:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.323,,,,,,,,,,123.93,124.429
661,2018-11-23 13:00:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.113,,,,,,,,,,123.982,124.341
661,2018-11-23 13:15:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-2.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,,,,,,,,,123.805,124.2
661,2018-11-23 13:30:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-2.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.942,,,,,,,,,,123.827,124.154
661,2018-11-23 13:45:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.932,,,,,,,,,,123.864,124.228
661,2018-11-23 14:00:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.983,,,,,,,,,,124.049,124.322
661,2018-11-23 14:15:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.658,,,,,,,,,,124.138,124.457
661,2018-11-23 14:30:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-3.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.477,,,,,,,,,,124.059,124.488
661,2018-11-23 14:45:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-2.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,,,,,,,123.659,124.079
661,2018-11-23 15:00:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.137,,,,,,,,,,123.595,123.963
661,2018-11-23 15:15:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-2.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.719,,,,,,,,,,123.525,123.931
661,2018-11-23 15:30:00-06,0.0,,,,,,,,,,,,,0.002,,,,,,,,,0.0,,,,,,,-1.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.174,,,,,,,,,,123.356,123.702
