dataid,local_15min,air1,clotheswasher1,furnace1,dishwasher1,refrigerator1,range1,oven1
203,2015-01-02 02:15:00-06,0.0,,0.008,0.0,0.052,,0.0
203,2015-01-02 02:30:00-06,0.0,,0.008,0.0,0.099,,0.0
203,2015-01-02 02:45:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 03:00:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 03:15:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 03:30:00-06,0.0,,0.008,0.0,0.026,,0.0
203,2015-01-02 03:45:00-06,0.0,,0.008,0.0,0.076,,0.0
203,2015-01-02 04:00:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 04:15:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 04:30:00-06,0.0,,0.008,0.0,0.001,,0.0
203,2015-01-02 04:45:00-06,0.0,,0.008,0.0,0.067,,0.0
203,2015-01-02 05:00:00-06,0.0,,0.008,0.0,0.031,,0.0
203,2015-01-02 05:15:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 05:30:00-06,0.0,,0.008,0.0,0.034,,0.0
203,2015-01-02 05:45:00-06,0.0,,0.008,0.0,0.107,,0.0
203,2015-01-02 06:00:00-06,0.0,,0.008,0.0,0.013,,0.0
203,2015-01-02 06:15:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 06:30:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 06:45:00-06,0.0,,0.008,0.0,0.001,,0.0
203,2015-01-02 07:00:00-06,0.0,,0.008,0.0,0.097,,0.0
203,2015-01-02 07:15:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 07:30:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 07:45:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 08:00:00-06,0.0,,0.008,0.0,0.032,,0.0
203,2015-01-02 08:15:00-06,0.0,,0.008,0.0,0.066,,0.0
203,2015-01-02 08:30:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 08:45:00-06,0.0,,0.008,0.0,0.001,,0.0
203,2015-01-02 09:00:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 09:15:00-06,0.0,,0.008,0.0,0.066,,0.0
203,2015-01-02 09:30:00-06,0.0,,0.008,0.0,0.031,,0.0
203,2015-01-02 09:45:00-06,0.0,,0.008,0.0,0.023,,0.0
203,2015-01-02 10:00:00-06,0.0,,0.008,0.0,0.108,,0.0
203,2015-01-02 10:15:00-06,0.0,,0.009,0.0,0.01,,0.0
203,2015-01-02 10:30:00-06,0.0,,0.008,0.0,0.001,,0.002
203,2015-01-02 10:45:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 11:00:00-06,0.0,,0.008,0.0,0.001,,0.0
203,2015-01-02 11:15:00-06,0.0,,0.008,0.0,0.098,,0.0
203,2015-01-02 11:30:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 11:45:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 12:00:00-06,0.0,,0.008,0.0,0.001,,0.0
203,2015-01-02 12:15:00-06,0.0,,0.009,0.0,0.059,,0.0
203,2015-01-02 12:30:00-06,0.0,,0.009,0.0,0.039,,0.0
203,2015-01-02 12:45:00-06,0.0,,0.009,0.0,0.006,,0.0
203,2015-01-02 13:00:00-06,0.0,,0.009,0.0,0.112,,0.0
203,2015-01-02 13:15:00-06,0.0,,0.008,0.0,0.025,,0.0
203,2015-01-02 13:30:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 13:45:00-06,0.0,,0.008,0.0,0.0,,0.0
203,2015-01-02 14:00:00-06,0.0,,0.008,0.0,0.052,,0.0
203,2015-01-02 14:15:00-06,0.0,,0.008,0.0,0.108,,0.0
203,2015-01-02 14:30:00-06,0.0,,0.147,0.0,0.102,,0.0
203,2015-01-02 14:45:00-06,0.0,,0.544,0.0,0.0,,0.0
203,2015-01-02 15:00:00-06,0.0,,0.539,0.0,0.0,,0.0
203,2015-01-02 15:15:00-06,0.0,,0.226,0.0,0.003,,0.0
203,2015-01-02 15:30:00-06,0.0,,0.3,0.0,0.109,,0.0
203,2015-01-02 15:45:00-06,0.0,,0.081,0.0,0.015,,0.001
203,2015-01-02 16:00:00-06,0.0,,0.206,0.0,0.0,,0.001
203,2015-01-02 16:15:00-06,0.0,,0.009,0.0,0.025,,0.001
203,2015-01-02 16:30:00-06,0.0,,0.008,0.0,0.113,,0.004
203,2015-01-02 16:45:00-06,0.0,,0.008,0.0,0.027,,0.004
203,2015-01-02 17:00:00-06,0.0,,0.008,0.0,0.0,,0.005
203,2015-01-02 17:15:00-06,0.0,,0.008,0.0,0.0,,0.005
203,2015-01-02 17:30:00-06,0.0,,0.008,0.0,0.003,,0.002
203,2015-01-02 17:45:00-06,0.0,,0.009,0.0,0.109,,0.0
1450,2015-01-01 18:00:00-06,0.0,,0.007,0.0,0.059,,0.014
1450,2015-01-01 18:15:00-06,0.0,,0.007,0.0,0.003,,0.014
1450,2015-01-01 18:30:00-06,0.0,,0.007,0.0,0.003,,0.014
1450,2015-01-01 18:45:00-06,0.0,,0.007,0.0,0.003,,0.014
1450,2015-01-01 19:00:00-06,0.0,,0.007,0.0,0.096,,0.014
1450,2015-01-01 19:15:00-06,0.0,,0.007,0.0,0.377,,0.013
1450,2015-01-01 19:30:00-06,0.0,,0.008,0.0,0.378,,0.014
1450,2015-01-01 19:45:00-06,0.0,,0.008,0.0,0.378,,0.014
1450,2015-01-01 20:00:00-06,0.0,,0.008,0.0,0.379,,0.014
1450,2015-01-01 20:15:00-06,0.0,,0.007,0.0,0.421,,0.013
1450,2015-01-01 20:30:00-06,0.0,,0.007,0.0,0.477,,0.013
1450,2015-01-01 20:45:00-06,0.0,,0.008,0.0,0.454,,0.013
1450,2015-01-01 21:00:00-06,0.0,,0.007,0.0,0.379,,0.014
1450,2015-01-01 21:15:00-06,0.0,,0.007,0.0,0.38,,0.014
1450,2015-01-01 21:30:00-06,0.0,,0.494,0.003,0.381,,0.015
1450,2015-01-01 21:45:00-06,0.0,,0.192,0.001,0.461,,0.014
1450,2015-01-01 22:00:00-06,0.0,,0.007,0.0,0.475,,0.014
1450,2015-01-01 22:15:00-06,0.0,,0.008,0.0,0.384,,0.014
1450,2015-01-01 22:30:00-06,0.0,,0.007,0.0,0.003,,0.014
1450,2015-01-01 22:45:00-06,0.0,,0.007,0.0,0.003,,0.014
1450,2015-01-01 23:00:00-06,0.0,,0.007,0.0,0.011,,0.014
1450,2015-01-01 23:15:00-06,0.0,,0.455,0.002,0.104,,0.015
1450,2015-01-01 23:30:00-06,0.0,,0.547,0.003,0.098,,0.015
1450,2015-01-01 23:45:00-06,0.0,,0.37,0.002,0.008,,0.015
1450,2015-01-02 00:00:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 00:15:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 00:30:00-06,0.0,,0.007,0.0,0.05,,0.014
1450,2015-01-02 00:45:00-06,0.0,,0.007,0.0,0.102,,0.014
1450,2015-01-02 01:00:00-06,0.0,,0.007,0.0,0.057,,0.014
1450,2015-01-02 01:15:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 01:30:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 01:45:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 02:00:00-06,0.0,,0.007,0.0,0.098,,0.014
1450,2015-01-02 02:15:00-06,0.0,,0.012,0.0,0.097,,0.014
1450,2015-01-02 02:30:00-06,0.0,,0.545,0.003,0.009,,0.015
1450,2015-01-02 02:45:00-06,0.0,,0.546,0.003,0.003,,0.015
1450,2015-01-02 03:00:00-06,0.0,,0.346,0.002,0.002,,0.015
1450,2015-01-02 03:15:00-06,0.0,,0.007,0.0,0.043,,0.014
1450,2015-01-02 03:30:00-06,0.0,,0.007,0.0,0.101,,0.014
1450,2015-01-02 03:45:00-06,0.0,,0.007,0.0,0.057,,0.014
1450,2015-01-02 04:00:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 04:15:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 04:30:00-06,0.0,,0.117,0.001,0.001,,0.014
1450,2015-01-02 04:45:00-06,0.0,,0.547,0.003,0.084,,0.015
1450,2015-01-02 05:00:00-06,0.0,,0.539,0.003,0.098,,0.015
1450,2015-01-02 05:15:00-06,0.0,,0.048,0.0,0.013,,0.014
1450,2015-01-02 05:30:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 05:45:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 06:00:00-06,0.0,,0.007,0.0,0.022,,0.014
1450,2015-01-02 06:15:00-06,0.0,,0.066,0.0,0.101,,0.014
1450,2015-01-02 06:30:00-06,0.0,,0.285,0.002,0.07,,0.015
1450,2015-01-02 06:45:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 07:00:00-06,0.0,,0.29,0.001,0.001,,0.015
1450,2015-01-02 07:15:00-06,0.0,,0.068,0.0,0.0,,0.014
1450,2015-01-02 07:30:00-06,0.0,,0.11,0.0,0.063,,0.014
1450,2015-01-02 07:45:00-06,0.0,,0.248,0.001,0.098,,0.014
1450,2015-01-02 08:00:00-06,0.0,,0.007,0.0,0.026,,0.014
1450,2015-01-02 08:15:00-06,0.0,,0.503,0.003,0.004,,0.015
1450,2015-01-02 08:30:00-06,0.0,,0.541,0.003,0.284,,0.015
1450,2015-01-02 08:45:00-06,0.0,,0.541,0.003,0.378,,0.015
1450,2015-01-02 09:00:00-06,0.0,,0.54,0.003,0.473,,0.015
1450,2015-01-02 09:15:00-06,0.0,,0.538,0.003,0.475,,0.015
1450,2015-01-02 09:30:00-06,0.0,,0.537,0.003,0.377,,0.015
1450,2015-01-02 09:45:00-06,0.0,,0.456,0.002,0.392,,0.015
1450,2015-01-02 10:00:00-06,0.0,,0.007,0.0,0.474,,0.013
1450,2015-01-02 10:15:00-06,0.0,,0.274,0.001,0.477,,0.014
1450,2015-01-02 10:30:00-06,0.0,,0.325,0.002,0.453,,0.015
1450,2015-01-02 10:45:00-06,0.0,,0.007,0.0,0.376,,0.014
1450,2015-01-02 11:00:00-06,0.0,,0.007,0.0,0.374,,0.013
1450,2015-01-02 11:15:00-06,0.0,,0.371,0.002,0.376,,0.014
1450,2015-01-02 11:30:00-06,0.0,,0.138,0.001,0.452,,0.014
1450,2015-01-02 11:45:00-06,0.0,,0.008,0.0,0.473,,0.013
1450,2015-01-02 12:00:00-06,0.0,,0.008,0.0,0.412,,0.014
1450,2015-01-02 12:15:00-06,0.0,,0.253,0.0,0.125,,0.014
1450,2015-01-02 12:30:00-06,0.0,,0.255,0.0,0.001,,0.014
1450,2015-01-02 12:45:00-06,0.0,,0.007,0.0,0.016,,0.014
1450,2015-01-02 13:00:00-06,0.0,,0.007,0.0,0.103,,0.014
1450,2015-01-02 13:15:00-06,0.0,,0.007,0.0,0.098,,0.014
1450,2015-01-02 13:30:00-06,0.0,,0.007,0.0,0.013,,0.014
1450,2015-01-02 13:45:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 14:00:00-06,0.0,,0.007,0.0,0.001,,0.014
1450,2015-01-02 14:15:00-06,0.0,,0.007,0.0,0.037,,0.014
1450,2015-01-02 14:30:00-06,0.0,,0.007,0.0,0.102,,0.014
1450,2015-01-02 14:45:00-06,0.0,,0.007,0.0,0.07,,0.014
1450,2015-01-02 15:00:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 15:15:00-06,0.0,,0.007,0.0,0.0,,0.014
1450,2015-01-02 15:30:00-06,0.0,,0.007,0.0,0.001,,0.014
1450,2015-01-02 15:45:00-06,0.0,,0.007,0.0,0.072,,0.014
1450,2015-01-02 16:00:00-06,0.0,,0.007,0.0,0.101,,0.014
1450,2015-01-02 16:15:00-06,0.0,,0.007,0.0,0.038,,0.014
1450,2015-01-02 16:30:00-06,0.0,,0.007,0.0,0.002,,0.014
1450,2015-01-02 16:45:00-06,0.001,,0.007,0.0,0.003,,0.014
1450,2015-01-02 17:00:00-06,0.0,,0.007,0.0,0.01,,0.014
1450,2015-01-02 17:15:00-06,0.0,,0.007,0.0,0.103,,0.014
1450,2015-01-02 17:30:00-06,0.0,,0.007,0.0,0.097,,0.014
1450,2015-01-02 17:45:00-06,0.0,,0.007,0.0,0.0,,0.014
1524,2015-01-01 18:00:00-06,0.0,,0.009,0.0,0.083,,0.007
1524,2015-01-01 18:15:00-06,0.0,,0.009,0.0,0.06,,0.007
1524,2015-01-01 18:30:00-06,0.0,,0.009,0.0,0.009,,0.008
1524,2015-01-01 18:45:00-06,0.0,,0.346,0.0,0.01,,0.01
1524,2015-01-01 19:00:00-06,0.0,,0.164,0.0,0.084,,0.008
1524,2015-01-01 19:15:00-06,0.0,,0.009,0.0,0.081,,0.007
1524,2015-01-01 19:30:00-06,0.0,,0.009,0.0,0.078,,0.007
1524,2015-01-01 19:45:00-06,0.0,,0.009,0.0,0.016,,0.008
