dataid,local_15min,air1,clotheswasher1,furnace1,dishwasher1,refrigerator1,range1,oven1
2096,2019-06-24 14:15:00-05,,,0.005,0.002,,,
2096,2019-06-24 14:00:00-05,,,0.005,0.002,,,
3488,2019-06-24 15:45:00-05,0.0,0.0,0.231,,0.052,,
3488,2019-06-24 15:30:00-05,0.0,0.0,0.23,,0.085,,
3488,2019-06-24 15:15:00-05,0.0,0.0,0.228,,0.047,,
3488,2019-06-24 15:00:00-05,0.0,0.0,0.228,,0.005,,
9053,2019-06-24 15:45:00-05,,0.0,,0.0,0.104,0.003,
9053,2019-06-24 15:30:00-05,,0.0,,0.0,0.11,0.003,
9053,2019-06-24 15:15:00-05,,0.0,,0.0,0.115,0.003,
9053,2019-06-24 15:00:00-05,,0.0,,0.0,0.116,0.003,
142,2019-06-24 15:45:00-05,,,,0.0,0.06,,0.0
142,2019-06-24 15:30:00-05,,,,0.0,0.102,,0.0
142,2019-06-24 15:15:00-05,,,,0.001,0.001,,0.0
142,2019-06-24 15:00:00-05,,,,0.001,0.001,,0.0
5997,2019-06-29 14:45:00-05,,0.001,,-0.001,,,
5997,2019-06-29 14:30:00-05,,0.0,,0.0,,,
5997,2019-06-29 14:15:00-05,,0.0,,0.0,,,
5997,2019-06-29 14:00:00-05,,0.001,,-0.001,,,
2096,2019-06-24 15:45:00-05,,,0.005,0.002,,,
2096,2019-06-24 15:30:00-05,,,0.005,0.002,,,
2096,2019-06-24 15:15:00-05,,,0.005,0.002,,,
2096,2019-06-24 15:00:00-05,,,0.005,0.002,,,
1417,2019-06-24 15:45:00-05,0.0,0.0,0.017,0.0,0.002,,
1417,2019-06-24 15:30:00-05,0.0,0.0,0.017,0.0,0.068,,
1417,2019-06-24 15:15:00-05,0.0,0.0,0.017,0.0,0.007,,
1417,2019-06-24 15:00:00-05,0.0,0.0,0.017,0.0,0.001,,
1222,2019-06-24 15:45:00-05,,,,,,-0.001,
1222,2019-06-24 15:30:00-05,,,,,,-0.001,
1222,2019-06-24 15:15:00-05,,,,,,-0.001,
1222,2019-06-24 15:00:00-05,,,,,,-0.001,
5058,2019-06-24 15:45:00-05,0.009,,,,-0.001,0.0,-0.002
5058,2019-06-24 15:30:00-05,0.009,,,,-0.001,0.0,-0.002
5058,2019-06-24 15:15:00-05,0.009,,,,0.04,0.0,-0.002
5058,2019-06-24 15:00:00-05,0.009,,,,0.099,0.0,-0.001
3517,2019-06-24 15:45:00-05,0.0,,0.006,,,,
3517,2019-06-24 15:30:00-05,0.0,,0.006,,,,
3517,2019-06-24 15:15:00-05,0.0,,0.007,,,,
3517,2019-06-24 15:00:00-05,0.0,,0.006,,,,
5679,2019-06-24 15:45:00-05,1.084,,0.058,,,,
5679,2019-06-24 15:30:00-05,1.019,,0.052,,,,
5679,2019-06-24 15:15:00-05,0.963,,0.047,,,,
5679,2019-06-24 15:00:00-05,1.067,,0.065,,,,
3996,2019-06-24 15:45:00-05,,0.0,0.006,0.0,0.028,,
3996,2019-06-24 15:30:00-05,,0.0,0.006,0.0,0.06,,
3996,2019-06-24 15:15:00-05,,0.0,0.006,0.0,0.023,,
3996,2019-06-24 15:00:00-05,,0.0,0.006,0.0,0.067,,
5982,2019-06-24 15:45:00-05,,0.001,,0.0,0.057,,
5982,2019-06-24 15:30:00-05,,0.017,,0.0,0.131,,
5982,2019-06-24 15:15:00-05,,0.039,,0.0,0.142,,
5982,2019-06-24 15:00:00-05,,0.039,,0.0,0.123,,
9053,2019-06-29 14:45:00-05,,0.0,,0.0,0.116,0.003,
9053,2019-06-29 14:30:00-05,,0.0,,0.0,0.148,0.002,
9053,2019-06-29 14:15:00-05,,0.0,,0.0,0.113,0.002,
9053,2019-06-29 14:00:00-05,,0.0,,0.0,0.116,0.002,
2318,2019-06-29 14:45:00-05,,0.0,0.008,,,-0.001,
2318,2019-06-29 14:30:00-05,,0.0,0.009,,,-0.001,
2318,2019-06-29 14:15:00-05,,0.0,0.009,,,-0.003,
27,2019-06-24 15:45:00-05,0.003,,,,,,
27,2019-06-24 15:30:00-05,0.007,,,,,,
27,2019-06-24 15:15:00-05,0.052,,,,,,
27,2019-06-24 15:00:00-05,0.003,,,,,,
3000,2019-06-24 15:15:00-05,0.006,0.001,,0.0,,,
3000,2019-06-24 15:00:00-05,0.006,0.001,,0.0,,,
3000,2019-06-24 15:45:00-05,0.067,0.143,,0.0,,,
3000,2019-06-24 15:30:00-05,0.058,0.02,,0.0,,,
950,2019-06-24 15:45:00-05,0.0,0.001,0.096,,0.139,0.003,0.0
950,2019-06-24 15:30:00-05,1.643,0.001,0.169,,0.142,0.004,-0.002
950,2019-06-24 15:15:00-05,2.033,0.001,0.186,,0.029,0.004,-0.002
950,2019-06-24 15:00:00-05,2.024,0.001,0.185,,0.004,0.002,0.0
5587,2019-06-24 15:45:00-05,0.0,0.068,0.227,0.0,,0.002,
5587,2019-06-24 15:30:00-05,0.0,0.098,0.268,0.0,,0.003,
5587,2019-06-24 15:15:00-05,0.0,0.001,0.216,0.0,,0.001,
5587,2019-06-24 15:00:00-05,0.0,0.056,0.256,0.0,,0.002,
2318,2019-06-29 14:00:00-05,,0.0,0.009,,,-0.002,
3996,2019-06-29 15:45:00-05,,0.0,0.006,0.0,0.086,,
3996,2019-06-29 15:30:00-05,,0.0,0.006,0.0,0.089,,
3996,2019-06-29 15:15:00-05,,0.0,0.006,0.0,0.065,,
3996,2019-06-29 15:00:00-05,,0.0,0.006,0.0,0.103,,
4550,2019-06-24 15:45:00-05,,,0.02,0.0,,,
4550,2019-06-24 15:30:00-05,,,0.02,0.0,,,
4550,2019-06-24 15:15:00-05,,,0.02,0.0,,,
4550,2019-06-24 15:00:00-05,,,0.02,0.0,,,
387,2019-06-24 15:45:00-05,,0.0,,,0.068,,0.003
387,2019-06-24 15:30:00-05,,0.0,,,0.118,,0.003
387,2019-06-24 15:15:00-05,,0.0,,,0.062,,0.003
387,2019-06-24 15:00:00-05,,0.0,,,0.026,,0.003
558,2019-06-24 15:45:00-05,2.241,0.001,0.48,,,0.004,
558,2019-06-24 15:30:00-05,1.556,0.001,0.33,,,0.004,
558,2019-06-24 15:15:00-05,0.08,0.001,0.005,,,0.005,
558,2019-06-24 15:00:00-05,0.081,0.001,0.005,,,0.005,
